the_geom,f_code,iko,ita,name,use,zv3,cartodb_id,created_at,updated_at
0101000020E61000000E83F92B640153C06A17D34CF7FE4540,GB005,KART,ART,WATERTOWN INTERNATIONAL AIRPORT,23,99,133,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A13193A8179055C0800871E5EC034440,GB005,KTYQ,TYQ,INDIANAPOLIS EXECUTIVE AIRPORT,0,281,134,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F7CB272B86C662C03B6F63B323D05040,GB005,PACX,CXF,COLDFOOT AIRPORT,0,318,135,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000019C91EA166AD54C02A14E97E4E3F4140,GB005,KAND,AND,ANDERSON REGIONAL AIRPORT,0,238,136,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000529D0E64BDA162C05F42058717815040,GB005,UNK,SVS,STEVENS VILLAGE AIRPORT,0,100,137,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000EF91CD55F30255C072C5C551B9E94340,GB005,KFFO,FFO,WRIGHT-PATTERSON AIR FORCE BASE,8,251,138,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A08A1BB718D163C06C425A63D0274C40,GB005,UNK,KCL,CHIGNIK LAGOON AIRPORT,0,8,139,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000005BB39597FCEA5CC012F6ED24226A4040,GB005,KNJK,NJK,EL CENTRO NAF AIRPORT,0,-13,140,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000000DC7F31950445BC08E942D9276D34140,GB005,KRQE,RQE,WINDOW ROCK AIRPORT,0,2055,141,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000780DFAD2DB9A55C0C4094CA7757B4240,GB005,KBWG,BWG,BOWLING GREEN-WARREN COUNTY REGIONAL AIRPORT,0,167,142,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000053CF8250DE5D5BC0FCA9F1D24D864740,GB005,KLWT,LWT,LEWISTOWN MUNICIPAL AIRPORT,4,1271,143,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000006F1283C0CADD52C07CB5A33847574640,GB005,KOGS,OGS,OGDENSBURG INTERNATIONAL AIRPORT,23,91,144,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B1A547533D3565C0AE9FFEB3E6494C40,GB005,PAPB,PBV,SAINT GEORGE AIRPORT,0,38,145,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E503029DC9A461C0B5A4A31CCC315040,GB005,PAEG,EAA,EAGLE AIRPORT,0,277,146,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000004930D5CC5AA154C0E06932E36DD93B40,GB005,KMCF,MCF,MAC DILL AIR FORCE BASE,8,4,147,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000635FB2F1600957C04A7EC4AF58754140,GB005,KLRF,LRF,LITTLE ROCK AIR FORCE BASE,8,95,148,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000030F14751675458C088A06AF46A7E4040,GB005,KAFW,AFW,FORT WORTH ALLIANCE AIRPORT,0,220,149,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008E739B70AFD355C0A587A1D5C9B94340,GB005,KHUF,HUF,TERRE HAUTE INTERNATIONAL-HULMAN FIELD,23,180,150,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000118B187698D462C03447567E19B45040,GB005,PAPR,PPC,PROSPECT CREEK AIRPORT,0,334,151,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B58D3F51D9235DC03F1EFAEE56264840,GB005,KSZT,SZT,SANDPOINT AIRPORT,0,650,152,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000048E17A14AEB55DC0B06F2711E1CF4240,GB005,KMMH,MMH,MAMMOTH YOSEMITE AIRPORT,0,2175,153,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000CEE33098BF1A54C053B29C84D2A73B40,GB005,KVRB,VRB,VERO BEACH MUNICIPAL AIRPORT,4,7,154,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000004CA59F70F64363C01B4CC3F011E54D40,GB005,UNK,4K0,PEDRO BAY AIRPORT,0,14,155,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000272EC72B10F753C01D01DC2C5EB04440,GB005,KFKL,FKL,VENANGO REGIONAL AIRPORT,0,469,156,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000034828DEBDF2257C08716D9CEF70B4440,GB005,KIRK,IRK,KIRKSVILLE REGIONAL AIRPORT,0,294,157,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002EC901BB9AC85CC0E54691B586FC4140,GB005,KHND,HND,HENDERSON EXECUTIVE AIRPORT,0,760,158,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000018B5FB5580F65BC017F032C346E54440,GB005,KLGU,LGU,LOGAN-CACHE AIRPORT,0,1359,159,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000095D5743D51C463C0A63CBA1116EF4E40,GB005,UNK,CJX,CROOKED CREEK AIRPORT,0,54,160,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B5C6A013425C58C04145D5AF74624040,GB005,KNFW,NFW,FORT WORTH NAVAL AIR STATION JRB/CARSWELL FIELD,8,198,161,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000EA8CEF8B4BEE5BC05EBD8A8C0E1C4440,GB005,KPVU,PVU,PROVO MUNICIPAL AIRPORT,4,1371,162,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000061C1FD80072D55C09D7939ECBE814640,GB005,KGLR,GLR,GAYLORD REGIONAL AIRPORT,0,405,163,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000069A85148325758C07AFD497CEE684040,GB005,KFTW,FTW,FORT WORTH MEACHAM INTERNATIONAL AIRPORT,23,216,164,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000C74B3789416457C0BDFE243E77D84440,GB005,KIKV,IKV,ANKENY REGIONAL AIRPORT,0,277,165,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000037894160E56455C052B81E85EB113E40,GB005,KPAM,PAM,TYNDALL AIR FORCE BASE,8,5,166,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000CEA8F92AF98752C05FCE6C57E8174440,GB005,KBLM,BLM,MONMOUTH EXECUTIVE AIRPORT,0,47,167,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000004EED0C53DB7C63C0E54350357AA94D40,GB005,PAIG,IGG,IGIUGIG AIRPORT,0,27,168,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000089EAAD81ADF761C0D5CC5A0A48A95040,GB005,PACI,CIK,CHALKYITSIK AIRPORT,0,166,169,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000000795B88EF1CB63C02FF99FFCDD274C40,GB005,PAJC,AJC,CHIGNIK AIRPORT,0,5,170,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000459F8F32E29C5DC04A99D4D006024140,GB005,KSMO,SMO,SANTA MONICA MUNICIPAL AIRPORT,4,54,171,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000009A0AF148BC6C59C0CC96AC8A70AF4340,GB005,KGLD,GLD,RENNER FIELD /GOODLAND MUNICIPAL/ AIRPORT,4,1114,172,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E7FBA9F1D2DD52C07F6ABC7493904340,GB005,KDOV,DOV,DOVER AIR FORCE BASE,8,7,173,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003CA41820D11154C0D578E92631E83940,GB005,KOPF,OPF,OPA- LOCKA EXECUTIVE AIRPORT,0,2,174,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000787C7BD7A0C659C0446CB07092124640,GB005,KRCA,RCA,ELLSWORTH AIR FORCE BASE,8,999,175,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002733DE567A7D53C061E0B9F770AB4140,GB005,KGSB,GSB,SEYMOUR JOHNSON AIR FORCE BASE,8,33,176,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000090A16307150664C07EE4D6A4DB524F40,GB005,PANV,ANV,ANVIK AIRPORT,0,89,177,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000005DF8C1F9D4CC58C0E27327D87FAB4140,GB005,KCSM,CSM,CLINTON-SHERMAN AIRPORT,0,586,178,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007BA35698BEF658C0F92CCF83BB354040,GB005,KDYS,DYS,DYESS AIR FORCE BASE,8,545,179,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003D450E1137F263C08C69A67B9D584F40,GB005,PAHX,SHX,SHAGELUK AIRPORT,0,24,180,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000006DFE5F75E40654C037894160E5603A40,GB005,KBCT,BCT,BOCA RATON AIRPORT,0,4,181,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000EF90628044D463C0CB4752D2C37A4C40,GB005,PAPH,PTH,PORT HEIDEN AIRPORT,0,29,182,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E09EE74F1B1052C0FC1C1F2DCE7A4440,GB005,KHTO,HTO,EAST HAMPTON AIRPORT,0,17,183,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F1BBE9961DB652C040C23060C9774640,GB005,KMSS,MSS,MASSENA INTERNATIONAL-RICHARDS FIELD,23,66,184,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000EC1516DC0FB452C07C0C569C6A234440,GB005,KTTN,TTN,TRENTON MERCER AIRPORT,0,65,185,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000006C01A1F5F0AB63C05C7347FFCBB94D40,GB005,PANW,KNW,NEW STUYAHOK AIRPORT,0,111,186,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000009AD2FA5B026D62C0710168942E975040,GB005,PAWB,WBQ,BEAVER AIRPORT,0,109,187,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000004F07B29E5A1A53C0812381069B244340,GB005,KNHK,NHK,PATUXENT RIVER NAVAL AIR STATION/TRAPNELL FIELD/,8,12,188,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000028452BF702BC5EC0FC8D76DCF03D4840,GB005,KS31,S31,LOPEZ ISLAND AIRPORT,0,64,189,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000363AE7A7383A64C05DA8FC6B79814D40,GB005,PAPM,PTU,PLATINUM AIRPORT,0,5,190,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003A0664AF77A755C0BDC3EDD0B0924340,GB005,KBMG,BMG,MONROE COUNTY AIRPORT,0,258,191,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000868BDCD3D5F75CC0B491EBA694854540,GB005,KMUO,MUO,MOUNTAIN HOME AIR FORCE BASE,8,913,192,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007D5A457F686A57C06D68CA4E3F404040,GB005,KBAD,BAD,BARKSDALE AIR FORCE BASE,8,51,193,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E77118CC5FB763C0FFE89B340D385040,GB005,PFKU,KYU,KOYUKUK AIRPORT,0,45,194,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000512E8D5F784863C017B5FB5580825040,GB005,PAHU,HUS,HUGHES AIRPORT,0,91,195,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000026AC8DB1130264C076A38FF980724F40,GB005,UNK,KGX,GRAYLING AIRPORT,0,30,196,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007A8670CCB2F955C04221020EA10E4540,GB005,KPWK,PWK,CHICAGO EXECUTIVE AIRPORT,0,197,197,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000FB928D075B365AC0800BB265F9C84340,GB005,KAPA,APA,CENTENNIAL AIRPORT,0,1794,198,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D219187959CC54C09CA223B9FCF73E40,GB005,KVAD,VAD,MOODY AIR FORCE BASE,8,71,199,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D7BAD408FD6053C0A4E36A64575C4340,GB005,KHEF,HEF,MANAVAL AIR STATIONSAS REGIONAL/HARRY P. DAVIS FIELD,8,59,200,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000FC5580EFB69C63C01A31B3CF63BA5040,GB005,POBU,OBU,KOBUK AIRPORT,0,42,201,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000009A5E622CD3E652C0B189CC5CE0D64340,GB005,KILG,ILG,NEW CASTLE AIRPORT,0,24,202,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000000936AE7FD74563C05706D50627784C40,GB005,PAKH,AKK,AKHIOK AIRPORT,0,13,203,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000072E0D572673756C0FF3D78EDD2EA4340,GB005,KDEC,DEC,DECATUR AIRPORT,0,208,204,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007BA35698BE5858C0E82B483316B54140,GB005,KTIK,TIK,TINKER AIR FORCE BASE,8,394,205,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E2AE5E4546FE5BC077D9AF3BDD8F4440,GB005,KHIF,HIF,HILL AIR FORCE BASE,8,1460,206,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000004274081C097C5CC0261DE56036A14140,GB005,KIGM,IGM,KINGMAN AIRPORT,0,1051,207,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000000ED8D5E4A97362C0E6E8F17B9B355040,GB005,PAFB,FBK,LADD ARMY AIRFIELD,0,138,208,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000643BDF4F8D9A52C05F07CE1951664440,GB005,KMMU,MMU,MORRISTOWN MUNICIPAL AIRPORT,4,57,209,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000C3F0113125FA57C0713B342C468F4440,GB005,KOFF,OFF,OFFUTT AIR FORCE BASE,8,319,210,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002AFD84B35B9F5DC096404AECDA1A4140,GB005,KVNY,VNY,VAN NUYS AIRPORT,0,244,211,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000FA08FCE1E73864C0B5662B2FF9594E40,GB005,PAPK,PKA,NAPASKIAK AIRPORT,0,7,212,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000ED629AE95EA956C0F964C57075EA4140,GB005,KJBR,JBR,JONESBORO MUNICIPAL AIRPORT,4,80,213,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000024986A66ADAF62C01C7E37DDB21E5140,GB005,PAGB,GBH,GALBRAITH LAKE AIRPORT,0,812,214,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000034F8FBC56CD45DC033C005D9B29A4740,GB005,KMWH,MWH,GRANT COUNTY INTERNATIONAL AIRPORT,23,362,215,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F7C95180284657C040498105303D4140,GB005,KHOT,HOT,MEMORIAL FIELD AIRPORT,0,165,216,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D8BAD408FDB658C0F2D24D62102C4340,GB005,KGBD,GBD,GREAT BEND MUNICIPAL AIRPORT,4,575,217,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000006E162F16865864C0EE04FBAF73845040,GB005,PADE,DEE,DEERING AIRPORT,0,6,218,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F8F4D89601BB5AC006F4C29D0B254040,GB005,KLRU,LRU,LAS CRUCES INTERNATIONAL AIRPORT,23,1358,219,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003B3AAE46768063C0D07CCEDDAECB3440,GB005,PHHN,HNM,HANA AIRPORT,0,24,220,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000001538D906EEF062C00798F90E7EBA5040,GB005,PABT,BTT,BETTLES AIRPORT,0,197,221,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002D5DC136E28A57C0C22FF5F3A6004240,GB005,KFYV,FYV,DRAKE FIELD AIRPORT,0,381,222,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B972F6CE688856C0923A014D84434740,GB005,KIWD,IWD,GOGEBIC-IRON COUNTY AIRPORT,0,375,223,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D39D279EB38156C0B9C2BB5CC4D33D40,GB005,KNBG,NBG,NEW ORLEANS NAVAL AIR STATION JRB/ALVIN CALLENDER FIELD/,8,1,224,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B0E8D66B7A3264C04A7F2F85078F4D40,GB005,UNK,GNU,GOODNEWS AIRPORT,0,5,225,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000FA7953918A3262C05D37A5BC56075140,GB005,PARC,ARC,ARCTIC VILLAGE AIRPORT,0,638,226,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000099232BBF0CDA52C0E6CDE15AED9D4540,GB005,KRME,RME,GRIFFISS INTERNATIONAL AIRPORT,23,154,227,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000077EFA83121E755C07B4ACE893D9C4040,GB005,KTCL,TCL,TUSCALOOSA REGIONAL AIRPORT,0,52,228,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000006F8099EF602764C08675E3DD91734E40,GB005,PFAK,AKI,AKIAK AIRPORT,0,9,229,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000144031B264AA5EC06AF7AB00DF3F4840,GB005,K74S,74S,ANACORTES AIRPORT,0,73,230,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008DD47B2AA7C75DC00DAA0D4E440F4140,GB005,KNTD,NTD,POINT MUGU NAVAL AIR STATION (NAVAL BASE VENTURA COUNTY),8,4,231,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F10D85CFD61253C026A77686A90F4440,GB005,KLNS,LNS,LANCASTER AIRPORT,0,123,232,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007369FCC22B6064C096438B6CE76E5140,GB005,PPIZ,PIZ,POINT LAY LRRS AIRPORT,0,7,233,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000527DE71725D95DC03FA88B14CA284240,GB005,KVIS,VIS,VISALIA MUNICIPAL AIRPORT,4,90,234,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D122DBF97E6E53C0A69BC420B0DA4340,GB005,KHGR,HGR,HAGERSTOWN REGIONAL-RICHARD A HENSON FIELD,0,214,235,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000027C11BD2A8C864C0488AC8B08A2F4E40,GB005,PAMY,MYU,MEKORYUK AIRPORT,0,15,236,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008CDCD3D51D1E54C0E12538F581FC4040,GB005,KSSC,SSC,SHAW AIR FORCE BASE,8,73,237,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003E9468C9E3CD59C0C98AE1EA00584040,GB005,KHOB,HOB,LEA COUNTY REGIONAL AIRPORT,0,1116,238,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B2135E82531355C04882700514F04040,GB005,KPDK,PDK,DEKALB-PEACHTREE AIRPORT,0,306,239,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A2CF471971B359C0BFB67EFACF064540,GB005,KAIA,AIA,ALLIANCE MUNICIPAL AIRPORT,4,1198,240,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000084949F54FBE154C0A7E67283A11E4540,GB005,KYIP,YIP,WILLOW RUN AIRPORT,0,218,241,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000C3802557B1A864C0CB272B86AB494E40,GB005,UNK,4KA,TUNUNAK AIRPORT,0,4,242,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002DB29DEFA74852C0FCA6B05241BD4440,GB005,KOXC,OXC,WATERBURY-OXFORD AIRPORT,0,221,243,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000006EC328081EAC55C04B26A776866D3E40,GB005,KHRT,HRT,HURLBURT FIELD AIRPORT,0,12,244,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000657094BC3A6064C0DCBA9BA73A235040,GB005,PAGL,GLV,GOLOVIN AIRPORT,0,18,245,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000005A643BDF4F3F64C0BE2CEDD45C584E40,GB005,PANA,WNA,NAPAKIAK AIRPORT,0,5,246,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000001F6118B0E42559C030F14751671A4440,GB005,KMCK,MCK,MC COOK BEN NELSON REGIONAL AIRPORT,0,787,247,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000404CC2853CF85EC084D72E6D38144740,GB005,KAST,AST,ASTORIA REGIONAL AIRPORT,0,5,248,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000753DD175E16363C0200725CCB47D4D40,GB005,PAKL,LKK,KULIK LAKE AIRPORT,0,219,249,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B37C5D86FF8956C06A85E97B0D494340,GB005,KCPS,CPS,ST LOUIS DOWNTOWN AIRPORT,0,126,250,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008AAF7614E74957C0CE1B278579214240,GB005,KHRO,HRO,BOONE COUNTY AIRPORT,0,416,251,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000000F8A754096F63C0A1BB24CE8A2E5040,GB005,PARY,RBY,RUBY AIRPORT,0,201,252,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000005C8FC2F528CA57C014C8EC2C7A9B3D40,GB005,KEFD,EFD,ELLINGTON FIELD AIRPORT,0,10,253,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000DBBE47FDF5BB55C0E8F86871C6344440,GB005,KLAF,LAF,PURDUE UNIVERSITY AIRPORT,0,185,254,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000078263449AC1466C05C88D51F61F04940,GB005,PADK,ADK,ADAK AIRPORT,0,5,255,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000091ED7C3F356D64C05DA626C11B2C5040,GB005,PAWM,WMO,WHITE MOUNTAIN AIRPORT,0,81,256,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000EBA012D731A558C01D3526C45C623D40,GB005,KSKF,SKF,LACKLAND AIR FORCE BASE (KELLY FIELD ANNEX),8,211,257,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000ECDFF599B30C64C08F1B7E37DD864D40,GB005,PATG,TOG,TOGIAK AIRPORT,0,6,258,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000018946934B94B62C0BD5296218EC05040,GB005,PAVE,VEE,VENETIE AIRPORT,0,175,259,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000081A966D6520C5AC0B0E8D66B7ADA4740,GB005,KSDY,SDY,SIDNEY-RICHLAND MUNICIPAL AIRPORT,4,605,260,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000BCAFCA85CA1A55C07DCC07043A8D4340,GB005,KLUK,LUK,CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD,4,147,261,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F50F221972CC56C009C556D0B4F84340,GB005,KUIN,UIN,QUINCY REGIONAL-BALDWIN FIELD,0,234,262,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000C4D155BABB6B54C00AD7A3703DC24440,GB005,KBKL,BKL,BURKE LAKEFRONT AIRPORT,0,178,263,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003909A52F041063C0B521FFCC20F64C40,GB005,UNK,4K5,OUZINKIE AIRPORT,0,17,264,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008E058541992854C0C6BE64E3C1344040,GB005,KARW,ARW,BEAUFORT COUNTY AIRPORT,0,3,265,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007F2F8507CD8F55C0B189CC5CE0224640,GB005,KMBL,MBL,MANISTEE COUNTY-BLACKER AIRPORT,0,189,266,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000844A5CC7B8D763C0FF04172B6A145040,GB005,PAKV,KAL,KALTAG AIRPORT,0,55,267,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
